endereço,bairros,área m²,quartos,garagem,tipo,aluguel,total,bairros_original,id_distrito
Alameda Franca,jardim paulista,328,4,4,Apartamento,11100,19970,Jardim Paulista,937
Alameda Franca,jardim paulista,125,3,1,Apartamento,7760,8059,Jardim Paulista,937
Rua Antônio Carlos,consolacao,80,2,1,Apartamento,8000,9709,Consolação,1067
Praça Alexandre de Gusmão,cerqueira cesar,88,1,1,Apartamento,4390,5760,Cerqueira César,1067
Rua Padre João Manuel,cerqueira cesar,140,3,1,Apartamento,8000,10950,Cerqueira César,1067
Alameda Ministro Rocha Azevedo,jardim paulista,272,3,5,Apartamento,13600,22990,Jardim Paulista,937
"Alameda Jaú - Jardim Paulista, São Paulo - Sp, Brasil",jardim paulista,156,3,3,Apartamento,11250,16390,Jardim Paulista,937
Rua Bela Cintra,consolacao,174,3,1,Apartamento,3890,5405,Consolação,1067
Rua Bela Cintra,consolacao,96,2,1,Apartamento,5000,6144,Consolação,1067
Rua Peixoto Gomide,jardim paulista,281,3,2,Apartamento,14000,20910,Jardim Paulista,937
Rua Matias Aires,consolacao,127,4,2,Apartamento,9000,11220,Consolação,1067
Rua da Consolação,cerqueira cesar,90,2,2,Apartamento,9520,11680,Cerqueira César,1067
Alameda Jaú,jardim paulista,257,4,3,Apartamento,13800,18730,Jardim Paulista,937
Rua Haddock Lobo,cerqueira cesar,180,3,1,Apartamento,11200,14320,Cerqueira César,1067
Rua Padre João Manuel,cerqueira cesar,136,3,1,Apartamento,9000,11650,Cerqueira César,1067
Praça Alexandre de Gusmão,cerqueira cesar,75,2,1,Apartamento,5330,6923,Cerqueira César,1067
Alameda Itu,cerqueira cesar,110,3,2,Apartamento,5500,7920,Cerqueira César,1067
Rua Padre João Manuel,cerqueira cesar,210,3,1,Apartamento,13260,20220,Cerqueira César,1067
Rua Peixoto Gomide,jardim paulista,124,3,1,Apartamento,11540,14060,Jardim Paulista,937
Alameda Jaú,jardim paulista,109,3,1,Apartamento,11150,13550,Jardim Paulista,937
Alameda Itu,cerqueira cesar,104,3,2,Apartamento,11360,13630,Cerqueira César,1067
Alameda Ministro Rocha Azevedo,jardim paulista,102,3,0,Apartamento,12080,13690,Jardim Paulista,937
Rua Haddock Lobo,cerqueira cesar,98,3,1,Apartamento,10170,12550,Cerqueira César,1067
Rua Haddock Lobo,cerqueira cesar,100,3,1,Apartamento,11130,13560,Cerqueira César,1067
Alameda Jaú,jardim paulista,105,3,1,Apartamento,11570,13580,Jardim Paulista,937
Alameda Tietê,cerqueira cesar,111,3,1,Apartamento,11760,13610,Cerqueira César,1067
Alameda Tietê,jardim paulista,131,3,1,Apartamento,10500,12170,Jardim Paulista,937
Alameda Itu,cerqueira cesar,105,3,1,Apartamento,10840,12640,Cerqueira César,1067
Rua Haddock Lobo,cerqueira cesar,137,3,1,Apartamento,12330,14610,Cerqueira César,1067
Alameda Franca,jardim paulista,111,3,1,Apartamento,10530,12580,Jardim Paulista,937
Alameda Itu,cerqueira cesar,108,3,1,Apartamento,9403,11530,Cerqueira César,1067
Alameda Franca,jardim paulista,179,3,1,Apartamento,14470,17550,Jardim Paulista,937
Rua José Maria Lisboa,jardim paulista,159,3,1,Apartamento,14280,16620,Jardim Paulista,937
Alameda Ministro Rocha Azevedo,cerqueira cesar,210,3,0,Apartamento,15000,19880,Cerqueira César,1067
Rua Haddock Lobo,cerqueira cesar,160,3,1,Apartamento,8500,11860,Cerqueira César,1067
Alameda Lorena,jardim paulista,134,3,1,Apartamento,5000,7588,Jardim Paulista,937
Alameda Lorena,jardim paulista,220,3,2,Apartamento,11820,14590,Jardim Paulista,937
Alameda Ministro Rocha Azevedo,cerqueira cesar,52,1,2,Apartamento,9100,10150,Cerqueira César,1067
Alameda Itu,jardim paulista,105,3,2,Apartamento,8000,10840,Jardim Paulista,937
Alameda Lorena,jardim paulista,218,3,2,Apartamento,12660,18830,Jardim Paulista,937
Rua Haddock Lobo,cerqueira cesar,210,3,3,Apartamento,12000,15800,Cerqueira César,1067
Rua Bela Cintra,consolacao,40,1,0,Apartamento,3200,3898,Consolação,1067
Rua Peixoto Gomide,jardim paulista,100,3,1,Apartamento,9225,11500,Jardim Paulista,937
Alameda Casa Branca,jardim paulista,88,2,1,Apartamento,3800,5904,Jardim Paulista,937
Avenida Angélica,consolacao,155,3,1,Apartamento,8000,9967,Consolação,1067
Rua Bahia,higienopolis,300,3,3,Casa,7500,8797,Higienópolis,1067
Alameda Ministro Rocha Azevedo,cerqueira cesar,128,2,2,Apartamento,15000,18620,Cerqueira César,1067
Rua Haddock Lobo,cerqueira cesar,80,1,2,Apartamento,8500,10880,Cerqueira César,1067
Rua Bela Cintra,consolacao,140,3,1,Apartamento,8000,10000,Consolação,1067
Rua Convenção de Itu,jardim paulista,260,3,2,Apartamento,15000,18740,Jardim Paulista,937
Alameda Tietê,jardim paulista,130,2,2,Apartamento,9800,12100,Jardim Paulista,937
Rua Haddock Lobo,cerqueira cesar,48,1,1,Apartamento,4650,6915,Cerqueira César,1067
Rua Doutor Melo Alves,cerqueira cesar,135,3,1,Apartamento,5500,8513,Cerqueira César,1067
Rua Haddock Lobo,cerqueira cesar,220,3,2,Apartamento,12000,16900,Cerqueira César,1067
"Rua Haddock Lobo, 804",cerqueira cesar,45,1,1,Apartamento,2790,5143,Cerqueira César,1067
Rua Bela Cintra,consolacao,220,3,2,Apartamento,15000,20630,Consolação,1067
Rua Consolação,cerqueira cesar,85,2,0,Apartamento,3000,3731,Cerqueira César,1067
Rua Augusta,cerqueira cesar,30,1,0,Studio e kitnet,1350,2002,Cerqueira César,1067
Rua Augusta,cerqueira cesar,65,1,0,Apartamento,2750,3735,Cerqueira César,1067
Avenida Paulista,bela vista,39,1,0,Apartamento,3550,4119,Bela Vista,1410
Rua da Consolação,cerqueira cesar,115,2,0,Apartamento,5300,6980,Cerqueira César,1067
Rua Bela Cintra,consolacao,50,2,1,Apartamento,4500,5574,Consolação,1067
Rua Minas Gerais,higienopolis,260,4,4,Casa,11500,12930,Higienópolis,1067
Rua Bela Cintra,consolacao,91,3,2,Apartamento,3830,6350,Consolação,1067
Rua Augusta,consolacao,190,2,1,Apartamento,8000,11180,Consolação,1067
Rua da Consolação,cerqueira cesar,68,2,1,Apartamento,6380,7476,Cerqueira César,1067
Rua da Consolação,cerqueira cesar,95,1,1,Apartamento,13300,15170,Cerqueira César,1067
Avenida Nove de Julho,jardim paulista,118,3,1,Apartamento,3000,4596,Jardim Paulista,937
Rua Bela Cintra,consolacao,150,3,1,Apartamento,5000,7949,Consolação,1067
Rua Augusta,cerqueira cesar,280,3,3,Casa em condomínio,7500,9020,Cerqueira César,1067
Rua da Consolação,cerqueira cesar,91,2,0,Apartamento,3800,5050,Cerqueira César,1067
Alameda Jaú,jardim paulista,105,2,1,Apartamento,6900,9022,Jardim Paulista,937
Rua Vicente Félix,cerqueira cesar,160,3,2,Apartamento,10800,14720,Cerqueira César,1067
Alameda Casa Branca,jardim paulista,99,3,0,Apartamento,4600,5437,Jardim Paulista,937
Rua da Consolação,cerqueira cesar,110,1,5,Apartamento,13250,17520,Cerqueira César,1067
Rua Itatinga,pacaembu,580,5,5,Casa,11520,12180,Pacaembu,1067
Rua Bela Cintra,consolacao,119,3,1,Apartamento,11140,13300,Consolação,1067
Rua Bela Cintra,consolacao,118,3,1,Apartamento,11730,13590,Consolação,1067
Rua Doutor Melo Alves,cerqueira cesar,106,3,1,Apartamento,10320,12600,Cerqueira César,1067
Alameda Ministro Rocha Azevedo,cerqueira cesar,79,2,1,Apartamento,5510,6860,Cerqueira César,1067
Rua Peixoto Gomide,jardim paulista,139,3,2,Apartamento,12000,15710,Jardim Paulista,937
Rua Haddock Lobo,cerqueira cesar,180,4,2,Apartamento,6040,8052,Cerqueira César,1067
Alameda Jaú,jardim paulista,30,1,1,Studio e kitnet,3100,4387,Jardim Paulista,937
Avenida Angélica,consolacao,92,2,1,Apartamento,4500,6393,Consolação,1067
Rua Bela Cintra,consolacao,112,3,1,Apartamento,10400,12590,Consolação,1067
Alameda Franca,jardim paulista,73,2,1,Apartamento,8700,10070,Jardim Paulista,937
Rua Bela Cintra,consolacao,109,3,0,Apartamento,10070,12070,Consolação,1067
Rua Haddock Lobo,cerqueira cesar,112,3,1,Apartamento,11260,13520,Cerqueira César,1067
Alameda Santos,cerqueira cesar,150,3,1,Apartamento,6000,7665,Cerqueira César,1067
Rua Pedro Taques,consolacao,67,1,0,Apartamento,7500,9199,Consolação,1067
Alameda Franca,jardim paulista,160,2,2,Apartamento,5400,7756,Jardim Paulista,937
Alameda Ministro Rocha Azevedo,cerqueira cesar,40,1,1,Apartamento,2300,4589,Cerqueira César,1067
Alameda Ministro Rocha Azevedo,cerqueira cesar,80,2,2,Apartamento,4100,5483,Cerqueira César,1067
Rua Moacir Piza,jardim paulista,120,3,1,Casa,7900,8540,Jardim Paulista,937
Alameda Franca,jardim paulista,127,2,2,Apartamento,4700,6599,Jardim Paulista,937
Alameda Ministro Rocha Azevedo,cerqueira cesar,59,1,1,Apartamento,3000,5014,Cerqueira César,1067
Rua Augusta,cerqueira cesar,25,1,0,Casa,1232,1726,Cerqueira César,1067
Rua Haddock Lobo,cerqueira cesar,60,1,2,Apartamento,7880,8184,Cerqueira César,1067
Rua Itajaçu,pacaembu,560,3,4,Casa,15000,17950,Pacaembu,1067
Rua Haddock Lobo,cerqueira cesar,110,2,0,Apartamento,6500,7678,Cerqueira César,1067
Alameda Casa Branca,jardim paulista,130,3,2,Apartamento,9000,12280,Jardim Paulista,937
Rua Haddock Lobo,cerqueira cesar,60,1,1,Apartamento,4600,5969,Cerqueira César,1067
Rua da Consolação,cerqueira cesar,109,1,1,Apartamento,5500,8595,Cerqueira César,1067
Rua Pamplona,jardim paulista,100,2,1,Apartamento,4500,6124,Jardim Paulista,937
Rua Haddock Lobo,cerqueira cesar,114,2,1,Apartamento,4820,7000,Cerqueira César,1067
Rua José Maria Lisboa,jardim paulista,110,2,1,Apartamento,11500,14600,Jardim Paulista,937
Alameda Jaú,jardim paulista,239,3,2,Apartamento,10000,15910,Jardim Paulista,937
Rua Bela Cintra,consolacao,90,2,1,Apartamento,5350,6401,Consolação,1067
Rua Bela Cintra,cerqueira cesar,98,3,3,Apartamento,5950,8754,Cerqueira César,1067
Rua da Consolação,cerqueira cesar,68,1,1,Studio e kitnet,8000,9355,Cerqueira César,1067
Rua Padre João Manuel,cerqueira cesar,156,3,1,Apartamento,10130,12350,Cerqueira César,1067
Alameda Jaú,jardim paulista,300,3,3,Apartamento,7500,13410,Jardim Paulista,937
Rua José Maria Lisboa,jardim paulista,151,3,2,Apartamento,11250,14380,Jardim Paulista,937
Rua Minas Gerais,higienopolis,136,1,2,Apartamento,9000,12760,Higienópolis,1067
Alameda Franca,jardim paulista,180,4,2,Apartamento,8500,13470,Jardim Paulista,937
Alameda Lorena,jardim paulista,38,1,1,Apartamento,2929,4087,Jardim Paulista,937
Alameda Itu,jardim paulista,245,3,1,Apartamento,5450,8184,Jardim Paulista,937
Rua Itápolis,pacaembu,356,4,2,Casa,8350,10410,Pacaembu,1067
Rua da Consolação,cerqueira cesar,110,3,1,Apartamento,6300,9656,Cerqueira César,1067
Alameda Ministro Rocha Azevedo,cerqueira cesar,95,2,1,Apartamento,4905,6862,Cerqueira César,1067
Rua Novo Horizonte,higienopolis,260,4,4,Casa,11000,12560,Higienópolis,1067
Alameda Franca,jardim paulista,109,3,0,Apartamento,11210,13530,Jardim Paulista,937
Rua Peixoto Gomide,jardim paulista,142,3,2,Apartamento,11240,13570,Jardim Paulista,937
Rua Antônio Carlos,consolacao,450,5,1,Apartamento,9200,15330,Consolação,1067
Alameda Franca,jardim paulista,250,4,2,Apartamento,13700,17790,Jardim Paulista,937
Rua Bela Cintra,consolacao,220,3,3,Apartamento,9000,14350,Consolação,1067
Rua Doutor Melo Alves,cerqueira cesar,31,1,1,Apartamento,4200,5205,Cerqueira César,1067
Rua Haddock Lobo,cerqueira cesar,110,3,1,Apartamento,4320,6360,Cerqueira César,1067
Alameda Franca,jardim paulista,109,3,1,Apartamento,11050,13490,Jardim Paulista,937
Rua Bela Cintra,consolacao,35,1,0,Apartamento,2960,3824,Consolação,1067
Rua Fernando de Albuquerque,consolacao,98,2,2,Apartamento,4000,5763,Consolação,1067
Alameda Itu,jardim paulista,90,3,1,Apartamento,3500,5079,Jardim Paulista,937
Rua Doutor Melo Alves,cerqueira cesar,28,1,1,Studio e kitnet,3800,4602,Cerqueira César,1067
Rua Melo Alves,cerqueira cesar,108,2,2,Apartamento,12500,15980,Cerqueira César,1067
Rua Melo Alves,cerqueira cesar,31,1,0,Studio e kitnet,4000,4762,Cerqueira César,1067
Rua Melo Alves,cerqueira cesar,28,1,0,Studio e kitnet,3800,4602,Cerqueira César,1067
Alameda Franca,jardim paulista,44,1,1,Studio e kitnet,4000,5966,Jardim Paulista,937
Rua da Consolação,cerqueira cesar,57,1,1,Apartamento,3184,6082,Cerqueira César,1067
Rua Padre Joao Manuel,cerqueira cesar,170,3,2,Apartamento,9135,12570,Cerqueira César,1067
Rua Peixoto Gomide,jardim paulista,78,2,1,Apartamento,3540,5226,Jardim Paulista,937
Alameda Ministro Rocha Azevedo,jardim paulista,115,2,1,Apartamento,10700,12550,Jardim Paulista,937
Rua Oscar Freire,pinheiros,230,4,2,Apartamento,7200,10270,Pinheiros,1257
Avenida Paulista,bela vista,140,2,0,Apartamento,6000,7532,Bela Vista,1410
Avenida Paulista,bela vista,106,2,0,Apartamento,14110,15620,Bela Vista,1410
Rua Peixoto Gomide,jardim paulista,315,3,3,Apartamento,11250,16220,Jardim Paulista,937
Rua Augusta,consolacao,86,2,0,Apartamento,4400,5169,Consolação,1067
Alameda Ministro Rocha Azevedo,jardim paulista,180,3,2,Apartamento,11250,18500,Jardim Paulista,937
Rua Haddock Lobo,cerqueira cesar,180,3,2,Apartamento,6000,9328,Cerqueira César,1067
Alameda Itu,cerqueira cesar,100,4,1,Apartamento,6400,8514,Cerqueira César,1067
Alameda Franca,jardim paulista,174,3,2,Apartamento,6520,9851,Jardim Paulista,937
Rua Bela Cintra,consolacao,40,1,1,Studio e kitnet,3200,4896,Consolação,1067
Rua da Consolação,cerqueira cesar,122,2,2,Apartamento,6350,8474,Cerqueira César,1067
Rua da Consolação,cerqueira cesar,85,2,1,Apartamento,6500,7427,Cerqueira César,1067
Alameda Tietê,cerqueira cesar,200,2,1,Casa em condomínio,12000,15330,Cerqueira César,1067
Rua Oscar Freire,cerqueira cesar,296,3,1,Apartamento,8000,12620,Cerqueira César,1067
Alameda Ministro Rocha Azevedo,cerqueira cesar,61,2,2,Apartamento,7720,11410,Cerqueira César,1067
Rua Minas Gerais,higienopolis,32,1,0,Apartamento,3200,3627,Higienópolis,1067
Alameda Franca,jardim paulista,258,3,1,Apartamento,11000,19140,Jardim Paulista,937
Alameda Casa Branca,jardim paulista,37,1,1,Apartamento,2900,3877,Jardim Paulista,937
Alameda Ministro Rocha Azevedo,jardim paulista,180,3,4,Apartamento,15000,22540,Jardim Paulista,937
Alameda Franca,jardim paulista,313,3,2,Apartamento,14500,20480,Jardim Paulista,937
Rua Padre João Manuel,cerqueira cesar,34,1,1,Apartamento,3375,4805,Cerqueira César,1067
Rua Bela Cintra,consolacao,220,2,1,Apartamento,5000,9276,Consolação,1067
Alameda Ministro Rocha Azevedo,cerqueira cesar,40,1,1,Studio e kitnet,4200,7591,Cerqueira César,1067
Rua Padre João Manuel,cerqueira cesar,190,3,1,Apartamento,8000,11990,Cerqueira César,1067
Rua da Consolação,cerqueira cesar,120,3,1,Apartamento,12500,14660,Cerqueira César,1067
Rua Cayowaá,perdizes,342,4,4,Apartamento,9600,14120,Perdizes,1151
Rua Tucuna,pompeia,92,2,1,Apartamento,4700,5973,Pompeia,1151
Rua Cajaíba,pompeia,80,2,1,Apartamento,2820,3924,Pompeia,1151
Rua Tavares Bastos,perdizes,82,2,0,Apartamento,2500,3296,Perdizes,1151
Rua Caiowa,sumare,228,4,4,Apartamento,14000,19050,Sumaré,1151
Rua Tucuna,perdizes,90,2,2,Apartamento,3930,6234,Perdizes,1151
Rua Sepetiba,siciliano,250,6,2,Casa,10000,11180,Siciliano,1257
Rua Juatuba,sumarezinho,135,3,0,Casa,8000,8167,Sumarezinho,1257
Rua Aurélia,vila romana,83,2,1,Apartamento,4100,5061,Vila Romana,957
Rua Cuxiponés,jardim vera cruz,350,3,2,Casa,7000,7690,Jardim Vera Cruz,1020
Rua General Vitorino Monteiro,vila romana,400,3,4,Casa,9540,12250,Vila Romana,957
Rua Livreiro Tisi,jardim vera cruz,180,2,2,Casa,7000,7564,Jardim Vera Cruz,1020
Vespasiano,vila romana,175,3,3,Casa,7250,7870,Vila Romana,957
Rua Barão do Bananal,vila pompeia,52,1,1,Apartamento,2100,2964,Vila Pompéia,1151
Avenida Pompéia,vila anglo brasileira,200,5,3,Casa,9690,10520,Vila Anglo Brasileira,1151
Rua Juatuba,sumarezinho,117,3,1,Apartamento,6300,7978,Sumarezinho,1257
Rua Rifaina,vila anglo brasileira,50,1,1,Apartamento,2040,3192,Vila Anglo Brasileira,1151
Rua Euclides de Andrade,jardim vera cruz,172,3,4,Casa,6900,7623,Jardim Vera Cruz,1020
Rua Cayowaá,perdizes,72,2,1,Apartamento,5000,5964,Perdizes,1151
Rua Barão do Bananal,vila pompeia,76,3,2,Apartamento,3500,4904,Vila Pompéia,1151
Rua Bárbara Heliodora,vila romana,59,2,0,Apartamento,2230,3192,Vila Romana,957
Rua Professor Ciridião Buarque,vila anglo brasileira,63,1,1,Apartamento,3580,4621,Vila Anglo Brasileira,1151
Rua Euclides de Andrade,jardim vera cruz,153,3,5,Casa,7000,7728,Jardim Vera Cruz,1020
Cayowaá,sumare,66,2,1,Apartamento,4500,5364,Sumaré,1151
Rua Doutor Augusto de Miranda,vila pompeia,95,2,2,Apartamento,6250,7741,Vila Pompéia,1151
Avenida Pompéia,pompeia,160,3,3,Casa,3750,4950,Pompeia,1151
Rua Félix della Rosa,vila anglo brasileira,160,3,2,Casa,7400,8018,Vila Anglo Brasileira,1151
Rua Doutor Paulo Vieira,sumare,67,2,1,Apartamento,3040,4056,Sumaré,1151
Rua Morro Agudo,sumare,180,3,1,Casa,5250,5972,Sumaré,1151
Rua Doutor Miranda de Azevedo,vila anglo brasileira,300,4,2,Casa,7500,8699,Vila Anglo Brasileira,1151
Rua Doutor Miranda de Azevedo,vila anglo brasileira,43,1,1,Apartamento,3900,4617,Vila Anglo Brasileira,1151
Rua Ministro Sinésio Rocha,jardim vera cruz,220,3,1,Casa,5452,6039,Jardim Vera Cruz,1020
Rua Raul Pompéia,vila pompeia,150,2,3,Apartamento,10000,12390,Vila Pompéia,1151
Rua Desembargador do Vale,perdizes,168,4,1,Casa,5250,5852,Perdizes,1151
Rua Salto Grande,sumare,300,3,3,Casa,9970,10820,Sumaré,1151
Rua Cajaíba,vila pompeia,70,3,2,Apartamento,5500,6870,Vila Pompéia,1151
Rua Doutor Miranda de Azevedo,vila anglo brasileira,56,2,2,Apartamento,2100,3763,Vila Anglo Brasileira,1151
Rua Barão Bananal,vila pompeia,45,1,1,Apartamento,3700,4392,Vila Pompéia,1151
Rua Pereira Leite,vila madalena,465,4,4,Casa,15000,15810,Vila Madalena,1257
Rua Ministro Sinésio Rocha,vila anglo brasileira,350,5,2,Casa,7900,8810,Vila Anglo Brasileira,1151
Rua Raul Pompéia,vila pompeia,120,3,1,Apartamento,3300,5967,Vila Pompéia,1151
Rua Barão do Bananal,vila pompeia,150,4,2,Casa,10500,11320,Vila Pompéia,1151
Rua Rifaina,vila anglo brasileira,53,1,1,Apartamento,2480,3551,Vila Anglo Brasileira,1151
Rua Cayowaá,perdizes,200,5,3,Apartamento,8500,11670,Perdizes,1151
Rua Cajaíba,vila pompeia,540,4,4,Apartamento,10000,13820,Vila Pompéia,1151
Avenida Pompéia,vila pompeia,74,3,1,Apartamento,4011,5536,Vila Pompéia,1151
Rua Tucuna,perdizes,65,2,1,Apartamento,3690,4978,Perdizes,1151
Rua Doutor Paulo Vieira,sumare,107,3,1,Apartamento,5200,6365,Sumaré,1151
Praça Aracariguama,perdizes,350,2,3,Casa,5313,5947,Perdizes,1151
Rua Bica de Pedra,vila anglo brasileira,75,1,0,Casa,2650,2926,Vila Anglo Brasileira,1151
Avenida Henriqueta Mendes Guerra,centro,52,2,1,Apartamento,2580,3114,Centro,1410
Avenida Henriqueta Mendes Guerra,centro,51,2,1,Apartamento,2300,2954,Centro,1410
Avenida Henriqueta Mendes Guerra,centro,55,2,1,Apartamento,3400,3879,Centro,1410
Rua Santa Úrsula,centro,210,2,2,Casa,8000,8364,Centro,1410
Rua Saguairu,casa verde,80,2,2,Apartamento,4000,5186,Casa Verde,1259
Rua Forte William,jardim fonte do morumbi,160,3,4,Apartamento,12000,15110,Jardim Fonte do Morumbi,917
Rua da Paz,chacara santo antonio,143,3,2,Apartamento,10000,10130,Chácara Santo Antônio,1265
Rua São Benedito,santo amaro,184,4,3,Apartamento,10000,12040,Santo Amaro,1265
Rua Domingos Antonio Ciccone,santo amaro,290,3,5,Casa,4500,4929,Santo Amaro,1265
Rua Luís Correia de Melo,vila cruzeiro,210,3,4,Apartamento,13000,15450,Vila Cruzeiro,1265
Rua Leonardo Cerveira Varandas,paraiso do morumbi,300,3,3,Apartamento,15000,18580,Paraíso do Morumbi,917
Rua Fernandes Moreira,chacara santo antonio,146,4,3,Apartamento,5900,8113,Chácara Santo Antônio (zona Sul),1265
Rua Deputado Laércio Corte,paraiso do morumbi,360,4,5,Apartamento,10110,19800,Paraíso do Morumbi,917
Rua Luís Correia de Melo,vila cruzeiro,59,1,1,Studio e kitnet,4250,5228,Vila Cruzeiro,1265
Rua Henri Dunant,chacara santo antonio,65,1,2,Apartamento,6500,8294,Chácara Santo Antônio (zona Sul),1265
Rua Branco de Araújo,chacara santo antonio,193,3,1,Casa,3500,3558,Chácara Santo Antônio (zona Sul),1265
Rua Nundiaú,santo amaro,20,1,0,Apartamento,2300,2539,Santo Amaro,1265
"Parque do Morumbi, São Paulo - Sp, 05706-290, Brasil",parque do morumbi,140,3,2,Apartamento,3000,4399,Parque do Morumbi,917
Rua Forte William,jardim fonte do morumbi,232,4,5,Apartamento,15000,19520,Jardim Fonte do Morumbi,917
Rua Luiz Seráphico Júnior,jardim caravelas,109,2,2,Apartamento,11000,12770,Jardim Caravelas,1265
Rua 17 de Janeiro,panamby,30,1,0,Apartamento,1500,2025,Panamby,917
Rua Verbo Divino,chacara santo antonio,242,4,4,Apartamento,14000,19580,Chácara Santo Antônio,1265
Rua Domênico Perotti,jardim fonte do morumbi,280,4,5,Apartamento,15000,23180,Jardim Fonte do Morumbi,917
Rua Domingos Antonio Ciccone,chacara santo antonio,145,2,2,Casa,6410,7015,Chácara Santo Antônio (zona Sul),1265
Rua Leonardo Cerveira Varandas,paraiso do morumbi,132,3,2,Apartamento,7500,10220,Paraíso do Morumbi,917
Rua Albino Boldasso Gabril,vila cruzeiro,160,3,2,Casa,6500,7125,Vila Cruzeiro,1265
Rua Professor Alexandre Correia,jardim vitoria regia,350,4,4,Apartamento,11820,16480,Jardim Vitoria Regia (zona Oeste),1074
Rua José Guilger Sobrinho,santo amaro,187,4,2,Casa,5500,5874,Santo Amaro,1265
Avenida Adolfo Pinheiro,santo amaro,94,2,2,Apartamento,5000,6593,Santo Amaro,1265
Rua Doutor Antônio Bento,santo amaro,135,3,2,Apartamento,6000,7506,Santo Amaro,1265
Rua Amaro Guerra,vila sao francisco,250,3,2,Casa,5500,5733,Vila São Francisco (zona Sul),993
Rua Engenheiro Francisco de Godói,santo amaro,200,4,2,Casa em condomínio,6780,8903,Santo Amaro,1265
Rua Rafael Carrozzo,paraiso do morumbi,141,3,4,Casa,6780,7402,Paraíso do Morumbi,917
Rua Ambrizette,jardim fonte do morumbi,360,5,6,Apartamento,12000,12330,Jardim Fonte do Morumbi,917
